Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish,Has_Garage,Garage_Type_Encoded
1337,2008,50,RM,50.0,6000,Pave,120000,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,7,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,0,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,862.0,862.0,GasA,TA,Gd,1929.0,950,208,0,1158,0.0,0.0,1,0,3,1,TA,5,Typ,BuiltIn,RFn,1,3
1338,2008,50,RM,50.0,6000,Pave,157000,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,BrkTil,TA,272,No,Rec,201.0,LwQ,162.0,462.0,825.0,GasA,Ex,,2004.0,825,672,0,1497,0.0,0.0,2,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1339,2008,50,RM,50.0,6000,Pave,105000,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,4,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,0,No,LwQ,264.0,Unf,0.0,475.0,739.0,GasA,Ex,Gd,1939.0,874,468,0,1342,0.0,0.0,2,0,2,2,TA,7,Typ,Detchd,Unf,1,5
1340,2008,45,RM,50.0,5000,Pave,113000,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,4,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,992.0,992.0,GasA,Ex,,1926.0,1013,0,0,1013,0.0,0.0,1,0,3,1,TA,6,Typ,Detchd,Unf,1,5
1341,2008,50,RM,60.0,5520,Pave,115000,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,4,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,0,BrkTil,TA,0,No,ALQ,68.0,Unf,0.0,497.0,565.0,GasA,TA,Gd,1920.0,565,651,0,1216,1.0,0.0,1,0,3,1,TA,6,Typ,BuiltIn,RFn,1,3
1342,2008,20,RM,99.0,5940,Pave,79000,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,Feedr,4,1Fam,1Story,4,7,1946,1950,Gable,CompShg,MetalSd,CBlock,,0.0,TA,0,PConc,,0,,,,,,,,GasA,TA,,1946.0,896,0,0,896,,,1,0,2,1,TA,4,Typ,Detchd,Unf,1,5
1343,2008,50,RM,52.0,6240,Pave,123000,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,8,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,365,PConc,TA,0,No,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,Ex,,1990.0,624,512,0,1136,0.0,1.0,1,0,2,1,TA,6,Typ,Detchd,Unf,1,5
1344,2008,30,RM,,6120,Pave,81300,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,1Fam,1Story,5,6,1945,1995,Gable,CompShg,Plywood,Plywood,,0.0,TA,48,CBlock,,0,,,0.0,,0.0,0.0,0.0,GasA,Gd,,1925.0,808,0,0,808,0.0,0.0,1,0,1,1,TA,6,Min2,Attchd,Unf,1,1
1345,2008,50,RM,52.0,6240,Pave,162900,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,PConc,TA,0,No,Unf,0.0,Unf,0.0,1078.0,1078.0,GasA,TA,Gd,1930.0,1128,445,0,1573,0.0,0.0,2,0,3,1,TA,8,Typ,Detchd,Unf,1,5
1346,2008,50,RM,52.0,6240,Pave,150000,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,20,BrkTil,TA,0,Mn,Rec,300.0,LwQ,240.0,449.0,989.0,GasA,TA,Gd,1939.0,1245,764,0,2009,0.0,0.0,2,0,4,1,TA,7,Min2,Detchd,Unf,1,5
1347,2008,70,RM,51.0,6120,Pave,123500,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,10,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,139,BrkTil,TA,0,No,LwQ,203.0,Unf,0.0,897.0,1100.0,GasA,TA,,1960.0,1226,676,0,1902,0.0,0.0,2,0,4,1,TA,7,Typ,Detchd,Unf,1,5
1348,2008,50,RM,51.0,6120,Pave,129900,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,4,1Fam,1.5Fin,7,5,1931,1950,Gable,CompShg,BrkFace,Wd Shng,,0.0,TA,0,BrkTil,TA,90,No,Unf,0.0,Unf,0.0,952.0,952.0,GasA,Gd,TA,1931.0,1022,752,0,1774,0.0,0.0,2,0,2,2,TA,8,Min1,Detchd,Unf,1,5
1349,2008,70,RM,60.0,6155,Pave,128000,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,6,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,BrkTil,Fa,0,Mn,Unf,0.0,Unf,0.0,611.0,611.0,GasA,Ex,,1920.0,751,611,0,1362,0.0,0.0,2,0,3,1,TA,6,Typ,Detchd,Fin,1,5
1350,2008,30,RM,60.0,6324,Pave,68500,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,5,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,BrkTil,TA,49,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,Fa,,1920.0,520,0,0,520,0.0,0.0,1,0,1,1,Fa,4,Typ,Detchd,Unf,1,5
1351,2008,50,RM,50.0,8635,Pave,127000,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,0,No,BLQ,336.0,GLQ,41.0,295.0,672.0,GasA,TA,,1948.0,1072,213,0,1285,1.0,0.0,1,0,2,1,TA,6,Min1,Detchd,Unf,1,5
1352,2008,50,RL,64.0,13053,Pave,207000,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,6,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,833.0,833.0,GasA,Gd,Gd,1922.0,1053,795,0,1848,0.0,0.0,1,1,4,1,Gd,8,Typ,Detchd,Unf,1,5
1353,2008,50,RL,60.0,9120,Pave,184000,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,100,PConc,TA,0,No,Rec,329.0,Unf,0.0,697.0,1026.0,GasA,Ex,,1925.0,1133,687,0,1820,1.0,0.0,2,0,4,1,TA,8,Typ,Detchd,Unf,1,5
1354,2008,50,RL,60.0,9144,Pave,162500,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,3,1Fam,1.5Fin,6,4,1915,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,195,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,810.0,810.0,GasA,Ex,,1970.0,1170,546,0,1716,0.0,0.0,2,0,4,1,Gd,8,Typ,Detchd,Unf,1,5
1355,2008,50,RL,,9144,Pave,145000,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,7,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,TA,0,No,Rec,399.0,Unf,0.0,484.0,883.0,GasA,Gd,,1940.0,988,517,0,1505,1.0,0.0,1,0,3,1,TA,8,Typ,Detchd,Unf,1,5
1356,2008,30,RL,55.0,10267,Pave,130000,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,5,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,,0.0,TA,0,BrkTil,TA,0,Mn,Rec,210.0,ALQ,606.0,0.0,816.0,GasA,Ex,,1961.0,838,0,0,838,1.0,0.0,1,0,2,1,Fa,5,Typ,Detchd,Fin,1,5
1357,2008,60,RM,57.0,8094,Pave,160000,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,9,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,PConc,TA,64,Mn,Rec,196.0,Unf,0.0,1046.0,1242.0,GasA,Gd,,,1242,742,0,1984,0.0,0.0,2,0,5,1,TA,8,Typ,Detchd,,1,5
1358,2008,70,RM,,5100,Pave,161000,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,6,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,,0.0,TA,63,PConc,TA,192,No,Unf,0.0,Unf,0.0,588.0,588.0,GasA,Fa,Gd,1925.0,833,833,0,1666,0.0,0.0,1,0,3,1,Gd,7,Typ,Detchd,Unf,1,5
1359,2008,50,RM,63.0,4347,Pave,127500,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,6,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,,0.0,Gd,182,BrkTil,Gd,0,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,,1910.0,825,784,0,1609,0.0,0.0,1,0,3,1,TA,7,Typ,Detchd,Unf,1,5
1360,2008,30,RM,,6291,Grvl,93850,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,7,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,,0.0,Gd,0,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,TA,,1930.0,768,0,0,768,0.0,0.0,1,0,1,1,TA,4,Typ,Detchd,Unf,1,5
1361,2008,70,RM,60.0,10266,Pave,136000,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,5,1Fam,2Story,6,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,216,CBlock,TA,0,No,Rec,372.0,Unf,0.0,396.0,768.0,GasA,TA,,1952.0,768,768,0,1536,0.0,0.0,1,1,4,1,TA,7,Typ,Detchd,Unf,1,5
1362,2008,50,RM,60.0,6876,Pave,141000,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,11,1Fam,1.5Fin,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,34,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,1272.0,1272.0,GasA,TA,Gd,1938.0,1272,0,697,1969,0.0,0.0,2,0,4,1,TA,9,Min1,Detchd,Unf,1,5
1363,2008,50,RM,,10320,Pave,120000,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,4,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Gd,,1950.0,880,428,0,1308,0.0,0.0,2,0,2,1,TA,6,Typ,Detchd,Unf,1,5
1364,2008,30,RM,60.0,7200,Pave,127500,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,7,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,132,CBlock,TA,0,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,Gd,,1993.0,1040,0,0,1040,0.0,0.0,1,0,2,1,TA,5,Typ,Detchd,Unf,1,5
1365,2008,50,RM,62.0,7006,Pave,127000,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,8,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,0,PConc,TA,0,No,Rec,121.0,Unf,0.0,647.0,768.0,GasA,TA,Gd,1985.0,788,448,0,1236,1.0,0.0,2,0,3,1,TA,6,Typ,Detchd,Unf,1,5
1366,2008,50,RM,,7920,Pave,89500,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,3,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,144,CBlock,TA,0,No,Unf,0.0,Unf,0.0,319.0,319.0,GasA,TA,,,1035,371,0,1406,0.0,0.0,1,0,3,1,Fa,6,Typ,NoGarage,,0,6
1367,2008,20,RM,49.0,8235,Pave,125000,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,6,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,50,CBlock,TA,140,No,LwQ,180.0,Rec,645.0,0.0,825.0,GasA,TA,,1963.0,825,0,0,825,1.0,0.0,1,0,2,1,TA,4,Typ,Detchd,RFn,1,5
1368,2008,50,RM,60.0,5586,Pave,79900,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,9,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,98,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,,,1088,110,0,1198,0.0,0.0,1,0,4,1,TA,7,Typ,NoGarage,,0,6
1369,2008,30,RM,60.0,10320,Pave,85000,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,8,1Fam,1Story,5,8,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,BrkTil,Fa,40,No,Unf,0.0,Unf,0.0,451.0,451.0,GasA,TA,,1997.0,759,0,0,759,0.0,0.0,1,0,1,1,TA,5,Typ,Detchd,Unf,1,5
1370,2008,190,RM,60.0,10320,Pave,82375,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,5,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,,0.0,Fa,0,PConc,TA,42,No,Unf,0.0,Unf,0.0,536.0,536.0,GasA,Ex,,,808,536,0,1344,0.0,0.0,2,0,3,2,TA,8,Typ,NoGarage,,0,6
1371,2008,50,RM,60.0,10320,Pave,135000,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,6,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,TA,57,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Ex,,1906.0,756,713,0,1469,0.0,0.0,1,0,3,1,TA,7,Typ,Detchd,Unf,1,5
1372,2008,20,RL,82.0,9488,Pave,124000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,9,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,60,CBlock,TA,0,No,Unf,0.0,Unf,0.0,1046.0,1046.0,GasA,Gd,,1947.0,1054,0,0,1054,0.0,0.0,1,0,3,1,TA,6,Typ,Detchd,Unf,1,5
1373,2008,20,RL,55.0,8250,Pave,134000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,8,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,63,CBlock,TA,0,No,BLQ,250.0,LwQ,492.0,210.0,952.0,GasA,Ex,TA,1968.0,1211,0,0,1211,0.0,0.0,1,0,3,1,TA,5,Typ,Attchd,Unf,1,1
1374,2008,50,RL,115.0,21286,Pave,135000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,8,1Fam,1.5Fin,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,0,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,Gd,1948.0,720,551,0,1271,0.0,0.0,2,0,4,1,TA,7,Typ,Attchd,Unf,1,1
1375,2008,50,RL,80.0,17120,Pave,134432,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,7,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,,0.0,TA,59,CBlock,,0,,,0.0,,0.0,0.0,0.0,GasA,TA,Gd,1991.0,1120,468,0,1588,0.0,0.0,2,0,4,1,TA,7,Min2,Detchd,Fin,1,5
1376,2008,190,RL,62.0,10106,Pave,127500,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,9,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,BrkTil,TA,140,No,ALQ,351.0,Rec,181.0,112.0,644.0,GasA,Gd,,,808,547,0,1355,1.0,0.0,2,0,4,2,TA,6,Typ,NoGarage,,0,6
1377,2008,85,RL,,11235,Pave,148000,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,5,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,,0.0,TA,0,CBlock,Gd,64,Av,ALQ,784.0,Unf,0.0,197.0,981.0,GasA,TA,,1996.0,1075,0,0,1075,1.0,0.0,1,0,3,1,Gd,6,Typ,Detchd,Unf,1,5
1378,2008,20,RL,70.0,11200,Pave,129500,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,2,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,TA,0,No,Rec,906.0,Unf,0.0,134.0,1040.0,GasA,Ex,,1965.0,1040,0,0,1040,1.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1379,2008,80,RL,80.0,13014,Pave,157500,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,12,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,0,CBlock,TA,168,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Fa,1978.0,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,Unf,1,1
1380,2008,20,RL,,7162,Pave,109900,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,12,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,0,PConc,TA,0,No,Unf,0.0,Unf,0.0,876.0,876.0,GasA,TA,,1966.0,904,0,0,904,0.0,0.0,1,0,3,1,TA,6,Typ,Attchd,Unf,1,1
1381,2008,20,RL,68.0,10265,Pave,145000,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,7,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,TA,204,No,ALQ,758.0,Unf,0.0,234.0,992.0,GasA,Ex,,1967.0,992,0,0,992,1.0,0.0,1,0,3,1,Gd,6,Typ,Attchd,RFn,1,1
1382,2008,20,RL,57.0,9764,Pave,130000,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,5,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,CBlock,TA,0,No,BLQ,702.0,Unf,0.0,192.0,894.0,GasA,Ex,,1967.0,894,0,0,894,1.0,0.0,1,0,3,1,Gd,5,Typ,Attchd,RFn,1,1
1383,2008,85,RL,,7703,Pave,153000,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,5,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,TA,0,CBlock,Gd,311,Gd,ALQ,450.0,Unf,0.0,0.0,450.0,GasA,Ex,Po,1978.0,1034,0,0,1034,0.0,1.0,1,0,3,1,TA,6,Typ,Basment,Fin,1,2
1384,2008,20,RL,,9981,Pave,120000,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,3,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,TA,90,CBlock,TA,0,Mn,BLQ,221.0,Unf,0.0,852.0,1073.0,GasA,Gd,,1967.0,1073,0,0,1073,0.0,0.0,1,0,3,1,TA,6,Typ,Attchd,RFn,1,1
1385,2008,85,RL,,7400,Pave,152000,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,3,1Fam,SFoyer,5,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,PConc,Gd,178,Av,LwQ,104.0,ALQ,956.0,0.0,1060.0,GasA,TA,,1984.0,1126,0,0,1126,1.0,0.0,1,0,2,1,TA,5,Typ,Attchd,Unf,1,1
1386,2008,90,RL,60.0,12900,Pave,108959,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,1,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,Gd,120,Av,GLQ,1198.0,Unf,0.0,0.0,1198.0,GasA,TA,,1969.0,1258,0,0,1258,2.0,0.0,0,2,0,2,TA,6,Typ,CarPort,Unf,1,4
1387,2008,190,RL,60.0,12900,Pave,95541,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,1,2fmCon,1Story,5,4,1920,1950,Gable,CompShg,BrkFace,Stucco,,0.0,TA,0,PConc,TA,0,No,BLQ,1300.0,Unf,0.0,0.0,1300.0,GasA,Fa,,1920.0,1140,0,0,1140,1.0,0.0,1,0,3,1,TA,6,Typ,CarPort,Unf,1,4
1388,2008,20,RL,,9000,Pave,80000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,7,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,24,CBlock,TA,0,No,GLQ,288.0,Unf,0.0,718.0,1006.0,GasA,TA,,,1006,0,0,1006,0.0,0.0,1,0,3,1,TA,5,Typ,NoGarage,,0,6
1389,2008,20,RL,,8544,Pave,149350,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,6,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,65,CBlock,TA,0,No,Unf,0.0,Unf,0.0,1228.0,1228.0,GasA,Gd,,1966.0,1228,0,0,1228,0.0,0.0,1,1,3,1,Gd,6,Typ,Attchd,Unf,1,1
1390,2008,20,RL,94.0,9239,Pave,144900,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,5,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,CBlock,TA,168,No,GLQ,634.0,Unf,0.0,326.0,960.0,GasA,Ex,,1963.0,960,0,0,960,1.0,0.0,1,0,3,1,Gd,6,Typ,Attchd,Fin,1,1
1391,2008,20,RL,88.0,14175,Pave,185000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,6,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,89,CBlock,TA,102,Gd,GLQ,776.0,Unf,0.0,212.0,988.0,GasA,TA,TA,1956.0,1188,0,0,1188,1.0,0.0,1,0,1,1,TA,4,Typ,Attchd,Unf,1,1
1392,2008,20,RL,,13284,Pave,165000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,6,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,116,PConc,Gd,511,Mn,BLQ,1064.0,Unf,0.0,319.0,1383.0,GasA,TA,Gd,1954.0,1383,0,0,1383,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,Unf,1,1
1393,2008,20,RL,,13500,Pave,235000,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,3,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,,0.0,TA,0,CBlock,Gd,409,Gd,BLQ,429.0,ALQ,1080.0,93.0,1602.0,GasA,Gd,Gd,1960.0,1252,0,0,1252,1.0,0.0,1,0,1,1,TA,4,Typ,Attchd,RFn,1,1
1394,2008,80,RL,85.0,13825,Pave,140000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,12,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,34,CBlock,TA,280,No,Unf,0.0,Unf,0.0,533.0,533.0,GasA,TA,,1958.0,1021,580,0,1601,0.0,1.0,1,0,3,1,TA,6,Min2,BuiltIn,RFn,1,3
1395,2008,30,RL,60.0,10200,Pave,108000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,8,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,PConc,TA,168,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,,1940.0,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,Detchd,Unf,1,5
1396,2008,190,RL,,10532,Pave,145000,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,12,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,TA,84,CBlock,TA,50,Mn,Rec,988.0,Unf,0.0,0.0,988.0,GasA,Gd,TA,1960.0,1721,0,0,1721,1.0,0.0,2,0,3,1,TA,7,Mod,Basment,Unf,1,2
1397,2008,50,RL,63.0,8375,Pave,152400,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,6,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,BrkTil,TA,0,No,ALQ,336.0,Unf,0.0,240.0,576.0,GasA,Gd,,1973.0,864,486,0,1350,1.0,0.0,1,1,2,1,Gd,6,Min1,2Types,Unf,1,0
1398,2008,80,RL,,10200,Pave,144000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,6,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,0,PConc,Gd,143,Av,ALQ,704.0,Unf,0.0,160.0,864.0,GasA,Ex,,1979.0,904,0,0,904,0.0,0.0,1,0,3,1,Gd,5,Typ,2Types,Unf,1,0
1399,2008,120,RL,,2887,Pave,173000,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,11,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,PConc,Gd,307,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,Ex,Gd,1996.0,1291,0,0,1291,1.0,0.0,1,0,2,1,Gd,6,Typ,Attchd,Unf,1,1
1400,2008,60,RL,83.0,10005,Pave,192000,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,3,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,117,CBlock,Gd,288,No,BLQ,392.0,Unf,0.0,768.0,1160.0,GasA,Ex,TA,1977.0,1156,866,0,2022,0.0,0.0,2,1,4,1,TA,8,Typ,Attchd,Fin,1,1
